products_export_1 
Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status 
shea-moisture-men-full-beard-detangler-4-oz,Shea Moisture Men Full Beard Detangler 4 oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,11.90,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_413d8b36-097f-4be6-9386-c96de654c334.jpg?v=1738140508,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,13.09,TRUE,,,active
the-modern-man-brut-classic-splash-on-7-oz,The Modern Man Brut Classic Splash On 7 oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,7.57,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_daee470d-8a57-4f67-b1db-0ff800fd45ab.jpg?v=1738140370,1,,FALSE,,,2592,,,,,,,,,,,,,,,,,,,,lb,,8.33,TRUE,,,active
the-modern-man-brut-sensitive-scent-after-shave,The Modern Man Brut Sensitive Scent After Shave 5 oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,7.57,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/71ub73jS-EL.jpg?v=1738140275,1,,FALSE,,,2592,,,,,,,,,,,,,,,,,,,,lb,,8.33,TRUE,,,active
the-modern-man-2-in-1-moisturizer-everyday-post-shave,The Modern Man 2 in 1 Moisturizer Everyday + Post Shave,,BEAUTY FETCH,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,8.65,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_14739f52-dc00-4665-8cd3-a63f6fc8b541.jpg?v=1738140068,1,,FALSE,,,2592,,,,,,,,,,,,,,,,,,,,lb,,9.52,TRUE,,,active
the-modern-man-brut-all-over-wash,The Modern Man Brut All Over Wash 5 oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,8.65,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/59f39acc-d31a-4138-bc69-4de576559fcb.webp?v=1738139949,1,,FALSE,,,2592,,,,,,,,,,,,,,,,,,,,lb,,9.52,TRUE,,,active
the-modern-man-brut-tattoo-care-lotion-3-5-oz,The Modern Man Brut Tattoo Care Lotion 3.5 oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,8.65,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_9116186d-3136-44ba-87c1-880db124e072.jpg?v=1738139832,1,,FALSE,,,2592,,,,,,,,,,,,,,,,,,,,lb,,9.52,TRUE,,,active
b-c-skin-tight-razor-bump-ingrown-hair-ointment-4-oz,B&C Skin Tight Razor Bump & Ingrown Hair Ointment 4 oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Shaving & Grooming > Razors & Razor Blades,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,12.98,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_aca0abeb-d9e0-4afb-8be2-a4ea2dfc204a.jpg?v=1738139759,1,,FALSE,,,534,,,,,,,,,,,,,,,,,,,,lb,,14.28,TRUE,,,active
b-c-skin-tight-razor-bump-ingrown-hair-ointment-extra-strength-4-oz,"B&C Skin Tight Razor Bump & Ingrown Hair Ointment, Extra Strength, 4 oz",,BEAUTY FETCH,Health & Beauty > Personal Care > Shaving & Grooming > Razors & Razor Blades,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,12.98,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_cbc4d1a2-95bc-4527-bdfc-0a90d801ab9b.webp?v=1738139669,1,,FALSE,,,534,,,,,,,,,,,,,,,,,,,,lb,,14.28,TRUE,,,active
high-time-bump-stopper-double-strength-0-5oz,High Time Bump Stopper (Double Strength) 0.5oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Shaving & Grooming > Hair Removal,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,5.40,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_ef9a16c7-ffef-44f5-ae9f-4db024335f74.jpg?v=1738139564,1,,FALSE,,,4507,,,,,,,,,,,,,,,,,,,,lb,,5.94,TRUE,,,active
high-time-bump-stopper-sensitive-skin-0-5oz,High Time Bump Stopper (sensitive skin) 0.5oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Shaving & Grooming > Hair Removal,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,5.40,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_3d6407bd-c46d-457f-8fe3-4dbefd7945a7.jpg?v=1738139498,1,,FALSE,,,4507,,,,,,,,,,,,,,,,,,,,lb,,5.94,TRUE,,,active
uncle-jimmy-body-lotion,Uncle Jimmy Body Lotion 8oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,11.90,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_acdbf596-8c24-45ec-b021-281db99729a4.webp?v=1738139264,1,,FALSE,,,543615,,,,,,,,,,,,,,,,,,,,lb,,13.09,TRUE,,,active
uncle-jimmy-leave-in-conditioner-hair-beard-hydrate-restore-8oz,Uncle Jimmy Leave-In Conditioner Hair & Beard Hydrate & Restore 8oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Conditioners,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,11.90,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_6ab93f92-77a9-4081-8d4a-95235e18bc20.webp?v=1738138959,1,,FALSE,,,543616,,,,,,,,,,,,,,,,,,,,lb,,13.09,TRUE,,,active
uncle-jimmy-hard-beard-body-wash-12oz,"Uncle Jimmy Hair, Beard & Body Wash 12oz",,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,12.98,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_a00451c4-ad35-4e8b-a200-8705d7c7b69d.webp?v=1738138768,1,,FALSE,,,543615,,,,,,,,,,,,,,,,,,,,lb,,14.28,TRUE,,,draft
suavecito-firm-hold-styling-gel-8oz,Suavecito Firm Hold Styling Gel 8oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,14.06,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_5d7ceca9-1961-49ba-9646-db6394b24a85.webp?v=1738138552,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,15.47,TRUE,,,draft
suavecito-bead-butter-4oz,Suavecito Bead Butter 4oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,11.90,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_8a974473-4cce-4d4a-92b5-1bedda3661d8.webp?v=1738138444,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,13.09,TRUE,,,draft
suavecito-og-shampoo-16oz,Suavecito OG Shampoo 16oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,11.90,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_c2de9b1f-c6e6-47d2-9c96-8f2ba8138efc.webp?v=1738138394,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,13.09,TRUE,,,draft
suavecito-og-conditioner-16oz,Suavecito OG Conditioner 16oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,11.90,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_b4a92c28-24db-4e87-b221-74159edff766.webp?v=1738138342,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,13.09,TRUE,,,draft
suavecito-texturizing-powder-1-75oz,Suavecito Texturizing Powder 1.75oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,15.14,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_bc056a16-30a5-4010-8f77-930cd46724fb.webp?v=1738138278,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,16.65,TRUE,,,draft
suavecito-beard-conditioner-8oz,Suavecito Beard Conditioner 8oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,15.14,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_a87e8bf4-d447-4783-a9aa-12bc969bef55.webp?v=1738138180,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,16.65,TRUE,,,draft
suavecito-beard-wash-8oz,Suavecito Beard Wash 8oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,15.14,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_b5c59388-4ad2-4b3a-8de1-7c9015216936.webp?v=1738138130,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,16.65,TRUE,,,draft
suavecito-grooming-hair-cream-8oz,Suavecito Grooming Hair Cream 8oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,14.06,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_cfd97b4b-d3cc-4198-8d48-d55a73b668cf.webp?v=1738138060,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,15.47,TRUE,,,draft
suavecito-grooming-spray-non-aerosol-hairspray-8oz,Suavecito Grooming Spray Non-Aerosol Hairspray 8oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,14.06,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_203e8eb5-0e8e-4c26-8e3c-263a522aa955.webp?v=1738137950,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,15.47,TRUE,,,draft
suavecito-beard-oil-1-oz,Suavecito Beard Oil 1 oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,15.14,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/Suavecito_Pomade_Beard_Oil.webp?v=1738137790,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,16.65,TRUE,,,draft
suavecito-matte-hold-pomade-4oz,Suavecito Matte Hold Pomade 4oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,14.06,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_2284b122-28cf-4894-b820-9e57901b7666.jpg?v=1738137701,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,15.47,TRUE,,,draft
suavecito-firme-hold-pomade-4oz,Suavecito Firme Hold Pomade 4oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,14.06,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/suavecito-firme-strong-hold-pomade-4oz.png?v=1738137613,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,15.47,TRUE,,,draft
suavecito-original-hold-pomade-4oz,Suavecito Original Hold Pomade 4oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,14.06,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/images_7ca322f1-78a9-4da5-a424-6426e5c6ea76.jpg?v=1738137446,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,15.47,TRUE,,,draft
creme-of-nature-natural-looking-moisture-rich-hair-color-5-minute-natural-black,Creme Of Nature Natural Looking Moisture Rich Hair Color 5-Minute Natural Black,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Color,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,8.65,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_80a4b598-2c31-4ddc-ae71-6db310118744.webp?v=1738137343,1,,FALSE,,,2814,,,,,,,,,,,,,,,,,,,,lb,,9.52,TRUE,,,draft
creme-of-nature-natural-looking-moisture-rich-hair-color-5-minute-jet-black,Creme Of Nature Natural Looking Moisture Rich Hair Color 5-Minute Jet Black,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Color,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,7.57,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_ec56a390-da4d-4207-a1eb-3bd1ae116a83.webp?v=1738137202,1,,FALSE,,,2814,,,,,,,,,,,,,,,,,,,,lb,,8.33,TRUE,,,draft
uncle-jimmy-beard-softener-condition-soften-2oz,Uncle Jimmy Beard Softener Condition & Soften 2oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,11.90,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_75c2cff8-cf30-4033-9e93-d03d8d8e81f2.webp?v=1738136051,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,13.09,TRUE,,,draft
uncle-jimmy-thick-hair-growth-serum-for-healthier-growth-serum-4oz,Uncle Jimmy Thick Hair Growth Serum For Healthier Growth Serum 4oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,14.06,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/ThickHairGrowthSerum_Front_2048x2048_af999854-57bb-4ed5-87f3-6b0f3685f221.jpg?v=1738135247,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,15.47,TRUE,,,draft
uncle-jimmy-beard-bro-balm-bead-skin-moisturizer-2oz,Uncle Jimmy Beard Bro Balm Bead & Skin Moisturizer 2oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,11.90,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/UncleJimmyProductsBeardGroBalm_Slight-min_large_5e2793c3-6a81-4bbd-b7f3-a8ca1db9e26f.webp?v=1738135109,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,13.09,TRUE,,,draft
uncle-jimmy-curl-kicker-medium-hold-for-curly-wavy-hair,Uncle Jimmy Curl Kicker Medium Hold For Curly & Wavy Hair 8oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,14.06,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/71Fz-q8xpWL._AC_UF1000_1000_QL80.jpg?v=1738134922,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,15.47,TRUE,,,draft
the-mane-choice-head-honcho-hair-beard-oil-butter-the-balm,The Mane Choice Head Honcho Hair & Beard Oil + Butter The Balm 6oz,"<p>Infused With Vitamin &amp; Nutrients For Stronger, Fuller, Healthier Hair That Lasts.</p>",BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo & Conditioner Sets,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,8.65,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_43748d41-6f52-4dac-b341-a3f6670e75ee.webp?v=1738134533,1,,FALSE,,,543617,,,,,,,,,,,,,,,,,,,,lb,,9.52,TRUE,,,draft
the-mane-choice-head-honcho-hair-beard-shampoo-conditioner-too-clean-6oz,The Mane Choice Head Honcho Hair & Beard Shampoo & Conditioner Too Clean 6oz,"<p>Infused With Vitamin &amp; Nutrients For Stronger, Fuller, Healthier Hair That Lasts.</p>",BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo & Conditioner Sets,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,8.65,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_238e43b1-7665-45e6-9186-2fb257f33138.webp?v=1738134347,1,,FALSE,,,543617,,,,,,,,,,,,,,,,,,,,lb,,9.52,TRUE,,,draft
uncle-jimmy-moisturizing-shaving-cream-8oz,Uncle Jimmy Moisturizing Shaving Cream 8oz,<p>Made With Aloe Leaf Oil Black Seed Oil &amp; GrapeSeed Oil </p>,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,10.81,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_ecab535a-1dee-48b6-8b3c-5d33fb23c5b4.webp?v=1738134037,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,11.89,TRUE,,,draft
uncle-jimmy-beard-oil,Uncle Jimmy Beard Oil 2oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,14.06,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_3be19ea1-9b95-4174-a955-6a935dfeabe7.webp?v=1738133928,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,15.47,TRUE,,,draft
uncle-jimmy-beard-growth-oil-hydrates-strengthening-2oz,Uncle Jimmy Beard Growth Oil Hydrates & Strengthening 2oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,14.06,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_8d699785-bfbf-4018-aacb-d5d74f7e3fe0.webp?v=1738133745,1,,FALSE,,,1901,,,,,,,,,,,,,,,,,,,,lb,,15.47,TRUE,,,draft
barber-shop-aid-waving-butter-4oz,Barber Shop Aid Waving Butter Amazing Hair Pomade 4oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Shaving & Grooming > Aftershave,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,9.73,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_e2134af2-ba73-4722-aa97-88d9f7cb01c1.jpg?v=1738128906,1,,FALSE,,,529,,,,,,,,,,,,,,,,,,,,lb,,10.70,TRUE,,,draft
barber-shop-aid-classic-man-after-shave-lotion-with-aloe-12-5oz,Barber Shop Aid Classic Man After Shave Lotion With Aloe 12.5oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Shaving & Grooming > Aftershave,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,11.90,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_f60e4cba-d58d-4cba-8cd5-8aef8fa945e5.webp?v=1738128785,1,,FALSE,,,529,,,,,,,,,,,,,,,,,,,,lb,,13.09,TRUE,,,draft
the-barber-shop-aid-fresh-cool-breeze-after-shave-with-aloe-tea-tree-oil-witch-hazel-12oz,Barber Shop Aid Fresh Cool Breeze After Shave With Aloe Tea Tree Oil & Witch Hazel 12.5oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Shaving & Grooming > Aftershave,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,10.81,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_64d3fea0-26c9-4f44-85a6-ff5c1554a402.webp?v=1738128610,1,,FALSE,,,529,,,,,,,,,,,,,,,,,,,,lb,,11.89,TRUE,,,draft
barber-shop-aid-no-burn-after-shave-with-aloe,Barber Shop Aid No Burn After Shave With Aloe 12oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Shaving & Grooming > Aftershave,,BQH,FALSE,Title,Default Title,,,,,,,,,0.0,,deny,manual,11.90,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_ff556e3f-db78-401b-9e50-af68c6fabac9.webp?v=1738128401,1,,FALSE,,,529,,,,,,,,,,,,,,,,,,,,lb,,13.09,TRUE,,,draft
doo-gro-mega-thick-leave-in-strengthener-10oz,Doo Gro Mega Thick Leave -In Strengthener 10oz,,BEAUTY FETCH,Uncategorized,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,11.89,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/image_5ef04b5b-872d-4ab7-8b9d-18496241543a.jpg?v=1738117889,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,10.81,TRUE,,,active
expression-pre-stretched-42-copy,Expression Pre-Stretched 42”,,My Store,Uncategorized,BRAIDING HAIR,BQH,TRUE,COLOR,1,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/ffae7994-original.jpg?v=1732602688,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,TRUE,,,active
expression-pre-stretched-42-copy,,,,,,,,,1B,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,2,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,4,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,6,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,8,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,27,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,27/30,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,30,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,33,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,27/30/613,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,613,,,,,,,,,0.0,,continue,manual,4.32,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,RED,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
expression-pre-stretched-42-copy,,,,,,,,,PINK,,,,,,,,,0.0,,continue,manual,4.75,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,,,,
aussie-total-miracle-shampoo-12oz-copy,Aussie Miracle Volume Shampoo 12oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Conditioners,,BQH,TRUE,Title,Default Title,,,,,,,,,0.0,,deny,manual,8.33,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/00381519183362_C1N1_dt.png?v=1737710012,1,,FALSE,,,543616,,,,,,,,,,,,,,,,,,,,lb,,7.57,TRUE,,,active
